MACRO_GENSPECIES,FINAL_ID,MMS_TOLERANCE,MMS_TOLERANCE_NAME,MMS_NBI_PHOSPHORUS_TOL,MMS_NBI_NITRATE_TOL,MMS_FEEDING_HABITS,MMS_REFERENCE,MMS_PREV_NAME,MMS_INTEGR_TAXONOMIC_INFO_SYS,MMS_KINGDOM,MMS_SUBKINGDOM,MMS_INFRAKINGDOM,MMS_SUPERPHYLUM,MMS_PHYLUM,MMS_SUBPHYLUM,MMS_CLASS,MMS_SUBCLASS,MMS_INFRACLASS,MMS_SUPERORDER,MMS_ORDER,MMS_SUBORDER,MMS_INFRAORDER,MMS_SUPERFAMILY,MMS_FAMILY,MMS_SUBFAMILY,MMS_TRIBE,MMS_GENUS,MMS_SPECIES,MSTR_MACRO_SPECIES_ID,MMS_CLASSIFIER,MMS_COMMON_NAME,MMS_WATER_QLTY_EXCHANGE_NAME,MMS_WQX_UNIDENTIFD_SPECEIS_NAME
PROTOPLASA FITCHII,PROTOPLASA_FITCHII,3,intolerant,,,gatherer,83,,125801,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,ptychopteromorpha,,tanyderidae,,,protoplasa,protoplasa_fitchii,,,,,
PROTOPLASA SP.,PROTOPLASA_SP.,3,intolerant,,,gatherer,83,,125800,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,ptychopteromorpha,,tanyderidae,,,protoplasa,,,,,,
PROTOPTILA SP.,PROTOPTILA_SP.,1,intolerant,,,scraper,125,,115221,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,glossosomatoidea,glossosomatidae,protoptilinae,,protoptila,,,,,,
PSECTROCLADIUS (ALLOPSECTROCLADIUS) PILOSUS,PSECTROCLADIUS_(ALLOPSECTROCLADIUS)_PILOSUS,8,tolerant,,,gatherer,36,,129038,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psectrocladius,psectrocladius_pilosus,,,,,
PSECTROCLADIUS (MONOSECTROCLADIUS) SP.,PSECTROCLADIUS_(MONOSECTROCLADIUS)_SP.,8,tolerant,,,gatherer,124,,129018,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psectrocladius,,,,,,
PSECTROCLADIUS (PS.) CF. OCTOMACULATUS,PSECTROCLADIUS_(PS.)_CF._OCTOMACULATUS,6,facultative,,,gatherer,124,,553085,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psectrocladius,psectrocladius_octomaculatus,,,,,
PSECTROCLADIUS DILATATUS GR.,PSECTROCLADIUS_DILATATUS_GR.,8,tolerant,,,gatherer,124,,129048,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psectrocladius,psectrocladius_dilatatus,,,,,
PSECTROCLADIUS FLAVUS,PSECTROCLADIUS_FLAVUS,8,tolerant,,,gatherer,124,,129029,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psectrocladius,psectrocladius_flavus,,,,,
PSECTROCLADIUS NIGRUS,PSECTROCLADIUS_NIGRUS,8,tolerant,,,gatherer,124,,129035,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psectrocladius,psectrocladius_nigrus,,,,,
PSECTROCLADIUS OCTOMACULATUS,PSECTROCLADIUS_OCTOMACULATUS,8,tolerant,,,gatherer,36,,553085,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psectrocladius,psectrocladius_octomaculatus,,,,,
PSECTROCLADIUS PILOSUS,PSECTROCLADIUS_PILOSUS,8,tolerant,,,gatherer,36,,129038,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psectrocladius,psectrocladius_pilosus,,,,,
PSECTROCLADIUS PSILOPTERUS GR.,PSECTROCLADIUS_PSILOPTERUS_GR.,8,tolerant,,,gatherer,124,"psectrocladius_sp._2,_psectrocladius_sp._b",129050,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psectrocladius,psectrocladius_psilopterus,,,,,
PSECTROCLADIUS SIMULANS,PSECTROCLADIUS_SIMULANS,8,tolerant,,,gatherer,124,,129041,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psectrocladius,psectrocladius simulans,,,,,
PSECTROCLADIUS SORDIDELLUS GR.,PSECTROCLADIUS_SORDIDELLUS_GR.,8,tolerant,,,gatherer,124,,129051,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psectrocladius,psectrocladius_sordidellus,,,,,
PSECTROCLADIUS SP.,PSECTROCLADIUS_SP.,8,tolerant,,,gatherer,124,,129018,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psectrocladius,,,,,,
PSECTROCLADIUS VERNALIS,PSECTROCLADIUS_VERNALIS,8,tolerant,,,gatherer,124,,129045,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psectrocladius,psectrocladius_vernalis,,,,,
PSECTROTANYPUS DYARI,PSECTROTANYPUS_DYARI,10,tolerant,,,predator,92,,128056,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,macropelopiini,psectrotanypus,psectrotanypus_dyari,,,,,
PSECTROTANYPUS SP.,PSECTROTANYPUS_SP.,10,tolerant,,,predator,92,,128048,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,macropelopiini,psectrotanypus,,,,,,
PSEPHENUS HERRICKI,PSEPHENUS_HERRICKI,4,intolerant,10,9,scraper,19,,114072,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,psephenidae,psepheninae,,psephenus,psephenus_herricki,,,,,
PSEPHENUS SP.,PSEPHENUS_SP.,4,intolerant,3,4,scraper,"83,19",,114070,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,psephenidae,psepheninae,,psephenus,,,,,,
PSEUDOCHIRONOMUS SP.,PSEUDOCHIRONOMUS_SP.,5,facultative,,,gatherer,100,,129851,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,pseudochironomini,pseudochironomus,,,,,,
PSEUDOCHIRONOMUS SP. 1,PSEUDOCHIRONOMUS_SP._1,5,facultative,,,gatherer,100,,129851,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,pseudochironomini,pseudochironomus,,,,,,
PSEUDOCHIRONOMUS SP. 2,PSEUDOCHIRONOMUS_SP._2,5,facultative,,,gatherer,100,,129851,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,pseudochironomini,pseudochironomus,,,,,,
PSEUDOCHIRONOMUS SP. 3,PSEUDOCHIRONOMUS_SP._3,5,facultative,,,gatherer,100,,129851,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,pseudochironomini,pseudochironomus,,,,,,
PSEUDOCLOEON PROPINQUUM,PSEUDOCLOEON_PROPINQUUM,6,facultative,,,gatherer,"74,120","labiobaetis_propinquus,_baetis_propinquus",568681,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,pseudocloeon,pseudocloeon_propinquum,,,,,
PSEUDOCLOEON SP.,PSEUDOCLOEON_SP.,6,facultative,,,gatherer,83,,100771,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,pseudocloeon,,,,,,
PSEUDODIAMESA SP.,PSEUDODIAMESA_SP.,6,facultative,,,gatherer,,,128416,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,diamesinae,diamesini,pseudodiamesa,,,,,,
PSEUDOKIEFFERIELLA SP.,PSEUDOKIEFFERIELLA_SP.,1,intolerant,,,gatherer,124,,128423,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,diamesinae,diamesini,pseudokiefferiella,,,,,,
PSEUDOLIMNOPHILA SP.,PSEUDOLIMNOPHILA_SP.,2,intolerant,,,predator,"83,25",,120365,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,,tipulidae,limoniinae,hexatomini,pseudolimnophila,,,,,,
PSEUDORTHOCLADIUS SP.,PSEUDORTHOCLADIUS_SP.,0,intolerant,,,gatherer,"124,83",,129052,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,pseudorthocladius,,,,,,
PSEUDOSTENOPHYLAX SP.,PSEUDOSTENOPHYLAX_SP.,0,intolerant,,,shredder,125,,115989,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,limnephiloidea,limnephilidae,pseudostenophylacinae,,pseudostenophylax,,,,,,
PSEUDOSUCCINEA COLUMELLA,PSEUDOSUCCINEA_COLUMELLA,6,facultative,,,gatherer,"60,83",,76529,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,lymnaeidae,,,pseudosuccinea,pseudosuccinea_columella,,,,,
PSEUDOSUCCINEA SP.,PSEUDOSUCCINEA_SP.,6,facultative,,,gatherer,"60,83",,76528,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,lymnaeidae,,,pseudosuccinea,,,,,,
PSILOMETRIOCNEMUS SP.,PSILOMETRIOCNEMUS_SP.,4,intolerant,,,gatherer,"124,36",,129083,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psilometriocnemus,,,,,,
PSILOMETRIOCNEMUS TRIANNULATUS,PSILOMETRIOCNEMUS_TRIANNULATUS,4,intolerant,,,gatherer,"124,36",psilometriocnemus_sp.,129084,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,psilometriocnemus,psilometriocnemus_triannulatus,,,,,
PSILOTRETA FRONTALIS,PSILOTRETA_FRONTALIS,0,intolerant,,,scraper,125,,116498,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,leptoceroidea,odontoceridae,odontocerinae,,psilotreta,psilotreta_frontalis,,,,,
PSILOTRETA LABIDA,PSILOTRETA_LABIDA,0,intolerant,,,scraper,125,,116500,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,leptoceroidea,odontoceridae,odontocerinae,,psilotreta,psilotreta_labida,,,,,
PSILOTRETA SP.,PSILOTRETA_SP.,0,intolerant,,,scraper,125,,116497,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,leptoceroidea,odontoceridae,odontocerinae,,psilotreta,,,,,,
PSYCHODA SP.,PSYCHODA_SP.,10,tolerant,,,gatherer,"117,127",,125468,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,psychodomorpha,,psychodidae,psychodinae,,psychoda,,,,,,
PSYCHOGLYPHA SP.,PSYCHOGLYPHA_SP.,0,intolerant,,,gatherer,125,,115974,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,limnephiloidea,limnephilidae,limnephilinae,chilostigmini,psychoglypha,,,,,,
PSYCHOMYIA FLAVIDA,PSYCHOMYIA_FLAVIDA,2,intolerant,1,0,gatherer,"125,41",psychomyia_sp.,115341,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,psychomyiidae,psychomyiinae,,psychomyia,psychomyia_flavida,,,,,
PSYCHOMYIA SP.,PSYCHOMYIA_SP.,2,intolerant,,,gatherer,"125,41",,115335,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,psychomyiidae,psychomyiinae,,psychomyia,,,,,,
PTERONARCYS BILOBA,PTERONARCYS_BILOBA,0,intolerant,,,shredder,30,allonarcys_biloba,102474,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,pteronarcyidae,pteronarcyinae,pteronarcyini,pteronarcys,pteronarcys_biloba,,,,,
PTERONARCYS COMSTOCKI,PTERONARCYS_COMSTOCKI,0,intolerant,,,shredder,,,102476,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,pteronarcyidae,pteronarcyinae,pteronarcyini,pteronarcys,pteronarcys_comstocki,,,,,
PTERONARCYS DORSATA,PTERONARCYS_DORSATA,0,intolerant,,,shredder,30,,102478,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,pteronarcyidae,pteronarcyinae,pteronarcyini,pteronarcys,pteronarcys_dorsata,,,,,
PTERONARCYS PROTEUS,PTERONARCYS_PROTEUS,0,intolerant,,,shredder,30,,102480,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,pteronarcyidae,pteronarcyinae,pteronarcyini,pteronarcys,pteronarcys_proteus,,,,,
PTERONARCYS SP.,PTERONARCYS_SP.,0,intolerant,,,shredder,"83,114",,102471,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,pteronarcyidae,pteronarcyinae,pteronarcyini,pteronarcys,,,,,,
PTILOSTOMIS SP.,PTILOSTOMIS_SP.,5,facultative,,,shredder,125,,115868,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,phryganeoidea,phryganeidae,phryganeinae,,ptilostomis,,,,,,
