MACRO_GENSPECIES,FINAL_ID,MMS_TOLERANCE,MMS_TOLERANCE_NAME,MMS_NBI_PHOSPHORUS_TOL,MMS_NBI_NITRATE_TOL,MMS_FEEDING_HABITS,MMS_REFERENCE,MMS_PREV_NAME,MMS_INTEGR_TAXONOMIC_INFO_SYS,MMS_KINGDOM,MMS_SUBKINGDOM,MMS_INFRAKINGDOM,MMS_SUPERPHYLUM,MMS_PHYLUM,MMS_SUBPHYLUM,MMS_CLASS,MMS_SUBCLASS,MMS_INFRACLASS,MMS_SUPERORDER,MMS_ORDER,MMS_SUBORDER,MMS_INFRAORDER,MMS_SUPERFAMILY,MMS_FAMILY,MMS_SUBFAMILY,MMS_TRIBE,MMS_GENUS,MMS_SPECIES,MSTR_MACRO_SPECIES_ID,MMS_CLASSIFIER,MMS_COMMON_NAME,MMS_WATER_QLTY_EXCHANGE_NAME,MMS_WQX_UNIDENTIFD_SPECEIS_NAME
CINCINNATIA SP.,CINCINNATIA_SP.,5,facultative,,,scraper,"60,83",,70509,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,neotaenioglossa,,,,hydrobiidae,,,cincinnatia,,,,,,
CINYGMULA SP.,CINYGMULA_SP.,2,intolerant,,,scraper,"83,34",,100557,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,heptagenioidea,heptageniidae,,,cinygmula,,,,,,
CINYGMULA SUBAEQUALIS,CINYGMULA_SUBAEQUALIS,2,intolerant,,,scraper,"83,34",,100570,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,heptagenioidea,heptageniidae,,,cinygmula,cinygmula_subaequalis,,,,,
CIPANGOPALUDINA SP.,CIPANGOPALUDINA_SP.,9,facultative,,,gatherer,83,,70328,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,prosobranchia,,,architaenioglossa,,,,viviparidae,,,cipangopaludina,,,,,,
CLAASENIA SP.,CLAASENIA_SP.,3,intolerant,,,predator,,,102930,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlidae,perlinae,perlini,claassenia,,,,,,
CLAASSENIA SABULOSA,CLAASSENIA_SABULOSA,3,intolerant,,,predator,,,102932,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlidae,perlinae,perlini,claassenia,claassenia_sabulosa,,,,,
CLADOPELMA SP.,CLADOPELMA_SP.,9,tolerant,,,gatherer,124,harnischia_sp.,129350,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,cladopelma,,,,,,
CLADOTANYTARSUS DAVIESI,CLADOTANYTARSUS_DAVIESI,5,facultative,,,filterer,87,,129873,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,cladotanytarsus,cladotanytarsus_daviesi,,,,,
CLADOTANYTARSUS NR. DISPERSOPILOSUS,CLADOTANYTARSUS_NR._DISPERSOPILOSUS,5,facultative,,,filterer,87,micropsectra_sp._4,129879,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,cladotanytarsus,cladotanytarsus_dispersopilosus,,,,,
CLADOTANYTARSUS NR. MANCUS,CLADOTANYTARSUS_NR._MANCUS,5,facultative,,,filterer,87,tanytarsus_sp._7,129881,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,cladotanytarsus,cladotanytarsus_mancus,,,,,
CLADOTANYTARSUS SP.,CLADOTANYTARSUS_SP.,5,facultative,6,4,filterer,87,,129873,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,cladotanytarsus,,,,,,
CLADOTANYTARSUS SP. 2,CLADOTANYTARSUS_SP._2,5,facultative,,,filterer,87,"cladotanytarsus?_sp.,_tanytarsus_sp._5",129873,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,cladotanytarsus,,,,,,
CLADOTANYTARSUS SP. 4,CLADOTANYTARSUS_SP._4,5,facultative,,,filterer,87,"atanytarsus_sp._1,_micropsectra_sp._4",129873,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,cladotanytarsus,,,,,,
CLIMACIA AREOLARIS,CLIMACIA_AREOLARIS,5,facultative,,,predator,37,,115087,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,neuropterida,neuroptera,hemerobiiformia,,,sisyridae,,,climacia,climacia_areolaris,,,,,
CLIMACIA SP.,CLIMACIA_SP.,5,facultative,,,predator,37,,115086,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,neuropterida,neuroptera,hemerobiiformia,,,sisyridae,,,climacia,,,,,,
CLINOCERA SP.,CLINOCERA_SP.,6,facultative,,,predator,"83,117",,135849,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,muscomorpha,,empididae,clinocerinae,,clinocera,,,,,,
CLINOTANYPUS PINGUIS,CLINOTANYPUS_PINGUIS,8,tolerant,,,predator,14,,127998,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,coelotanypodini,clinotanypus,clinotanypus_pinguis,,,,,
CLINOTANYPUS SP.,CLINOTANYPUS_SP.,8,tolerant,,,predator,14,,127996,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,coelotanypodini,clinotanypus,,,,,,
CLOEON SP.,CLOEON_SP.,4,intolerant,,,gatherer,83,,100756,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,cloeon,,,,,,
CNEPHIA MUTATA,CNEPHIA_MUTATA,2,intolerant,,,filterer,115,,126658,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,simuliidae,simuliinae,prosimuliini,cnephia,cnephia_mutata,,,,,
CNEPHIA SP.,CNEPHIA_SP.,2,intolerant,,,filterer,115,,126649,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,simuliidae,simuliinae,prosimuliini,cnephia,,,,,,
COELOTANYPUS SCAPULARIS,COELOTANYPUS_SCAPULARIS,4,intolerant,,,predator,"91,90",,128016,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,coelotanypodini,coelotanypus,coelotanypus_scapularis,,,,,
COELOTANYPUS SP.,COELOTANYPUS_SP.,4,intolerant,,,predator,"91,90",,128010,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,coelotanypodini,coelotanypus,,,,,,
CONCHAPELOPIA ALETA,CONCHAPELOPIA_ALETA,6,facultative,,,predator,94,,128127,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,cantopelopia,cantopelopia_aleta,,,,,
CONCHAPELOPIA AMERICANA,CONCHAPELOPIA_AMERICANA,6,facultative,,,predator,94,,128133,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,conchapelopia,conchapelopia_americana,,,,,
CONCHAPELOPIA DUSENA,CONCHAPELOPIA_DUSENA,6,facultative,,,predator,94,,128140,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,conchapelopia,conchapelopia_fasciata,,,,,
CONCHAPELOPIA GONIODES,CONCHAPELOPIA_GONIODES,6,facultative,,,predator,94,,128151,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,conchapelopia,conchapelopia_pallens,,,,,
CONCHAPELOPIA RURIKA,CONCHAPELOPIA_RURIKA,6,facultative,,,predator,94,,128158,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,conchapelopia,conchapelopia_rurika,,,,,
CONCHAPELOPIA SP.,CONCHAPELOPIA_SP.,6,facultative,,,predator,94,,128130,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,conchapelopia,,,,,,
CONCHAPELOPIA TELEMA,CONCHAPELOPIA_TELEMA,6,facultative,,,predator,94,,128159,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,conchapelopia,conchapelopia_telema,,,,,
CONSTEMPELLINA SP.,CONSTEMPELLINA_SP.,4,intolerant,,,gatherer,124,,129884,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,constempellina,,,,,,
CONSTEMPELLINA SP. 1,CONSTEMPELLINA_SP._1,4,intolerant,,,gatherer,124,zavrelia_sp.,129884,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,constempellina,,,,,,
CONSTEMPELLINA SP. 2,CONSTEMPELLINA_SP._2,4,intolerant,,,gatherer,124,zavrelia_sp.,129884,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,constempellina,,,,,,
CORBICULA FLUMINEA,CORBICULA_FLUMINEA,6,facultative,,,filterer,83,,81387,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,corbiculoidea,corbiculidae,,,corbicula,corbicula_fluminea,,,,,
CORBICULA SP.,CORBICULA_SP.,6,facultative,,,filterer,83,,81385,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,corbiculoidea,corbiculidae,,,corbicula,,,,,,
CORDULEGASTER MACULATA,CORDULEGASTER_MACULATA,3,intolerant,,,predator,"83,122",,102031,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,cordulegastridae,,,cordulegaster,cordulegaster_maculata,,,,,
CORDULEGASTER SP.,CORDULEGASTER_SP.,3,intolerant,,,predator,"83,122",,102027,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,cordulegastridae,,,cordulegaster,,,,,,
CORYDALUS CORNUTUS,CORYDALUS_CORNUTUS,4,intolerant,2,2,predator,"83,37",corydalus_sp.,115034,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,neuropterida,megaloptera,,,,corydalidae,corydalinae,,corydalus,corydalus_cornutus,,,,,
CORYDALUS SP.,CORYDALUS_SP.,4,intolerant,,,predator,"83,37",,115033,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,neuropterida,megaloptera,,,,corydalidae,corydalinae,,corydalus,,,,,,
CORYNONEURA LOBATA,CORYNONEURA_LOBATA,4,intolerant,,,gatherer,"106,36",corynoneura_taris,128567,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,corynoneura,corynoneura_lobata,,,,,
CORYNONEURA NR. CELERIPES,CORYNONEURA_NR._CELERIPES,4,intolerant,,,gatherer,106,corynoneura_celeripes,128565,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,corynoneura,corynoneura_celeripes,,,,,
CORYNONEURA SP.,CORYNONEURA_SP.,4,intolerant,,,gatherer,"124,83",,128563,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,corynoneura,,,,,,
CRANGONYX SP.,CRANGONYX_SP.,6,facultative,,,gatherer,108,,95081,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,amphipoda,gammaridea,,,crangonyctidae,,,crangonyx,,,,,,
CRENITIS SP.,CRENITIS_SP.,5,facultative,,,gatherer,"83,123",,113220,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,staphyliniformia,hydrophiloidea,hydrophilidae,hydrophilinae,anacaenini,crenitis,,,,,,
CRICOTOPUS/ORTHOCLADIUS COMPLEX,CRICOTOPUS/ORTHOCLADIUS_COMPLEX,6,facultative,,,shredder,"83,36",,128457,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,,,,,,,
CRICOTOPUS ABSURDUS,CRICOTOPUS_ABSURDUS,5,facultative,,,shredder,"106,36","cricotopus_reversus_gr.,_cricotopus_sp._9",128578,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_absurdus,,,,,
CRICOTOPUS ANNULATOR GR.,CRICOTOPUS_ANNULATOR_GR.,7,facultative,,,shredder,107,,128580,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_annulator,,,,,
CRICOTOPUS BICINCTUS,CRICOTOPUS_BICINCTUS,7,tolerant,7,6,scraper,"106,107",cricotopus_sp._3,128583,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_bicinctus,,,,,
CRICOTOPUS ELEGANS,CRICOTOPUS_ELEGANS,7,facultative,,,shredder,107,,128593,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_elegans,,,,,
CRICOTOPUS FESTIVELLUS GR.,CRICOTOPUS_FESTIVELLUS_GR.,7,facultative,,,gatherer,107,,128594,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_festivellus,,,,,
CRICOTOPUS FUGAX,CRICOTOPUS_FUGAX,7,facultative,,,shredder,107,,128600,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_fugax,,,,,
CRICOTOPUS INTERSECTUS GR.,CRICOTOPUS_INTERSECTUS_GR.,7,facultative,,,shredder,"106,107",cricotopus_sp._7,128614,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_intersectus,,,,,
CRICOTOPUS LEBETIS,CRICOTOPUS_LEBETIS,7,facultative,,,shredder,36,,128656,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_tricinctus,,,,,
CRICOTOPUS NOSTOCICOLA,CRICOTOPUS_NOSTOCICOLA,7,facultative,,,shredder,124,,128628,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_nostocicola,,,,,
CRICOTOPUS NR. CYLINDRACEUS,CRICOTOPUS_NR._CYLINDRACEUS,7,facultative,,,shredder,107,,128589,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_cylindraceus,,,,,
CRICOTOPUS NR. PATENS,CRICOTOPUS_NR._PATENS,7,facultative,,,shredder,36,,128575,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_patens,,,,,
CRICOTOPUS SP.,CRICOTOPUS_SP.,7,facultative,,,shredder,106,,128575,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,,,,,,
"CRICOTOPUS SP. """"""""OZARKS""""""""","CRICOTOPUS_SP._""""""""OZARKS""""""""",7,facultative,,,shredder,106,,128575,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,,,,,,
"CRICOTOPUS SP. """"""""SANTA FE""""""""","CRICOTOPUS_SP._""""""""SANTA_FE""""""""",7,facultative,,,shredder,,,128575,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,,,,,,
CRICOTOPUS SYLVESTRIS GR.,CRICOTOPUS_SYLVESTRIS_GR.,7,facultative,,,scraper,"106,107",cricotopus_sp._5,128645,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_sylvestris,,,,,
CRICOTOPUS TREMULUS GR.,CRICOTOPUS_TREMULUS_GR.,7,facultative,8,9,shredder,"106,107",cricotopus_sp._1,128651,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_tremulus,,,,,
CRICOTOPUS TRIANNULATUS,CRICOTOPUS_TRIANNULATUS,7,facultative,,,shredder,107,,128653,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_triannulatus,,,,,
CRICOTOPUS TRIFASCIA GR.,CRICOTOPUS_TRIFASCIA_GR.,6,facultative,9,9,shredder,"106,107",cricotopus_sp._2,128659,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_trifascia,,,,,
CRICOTOPUS VIERRIENSIS,CRICOTOPUS_VIERRIENSIS,7,facultative,6,5,shredder,107,,128666,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cricotopus,cricotopus_vierriensis,,,,,
CRYPTOCHIRONOMUS FULVUS GR.,CRYPTOCHIRONOMUS_FULVUS_GR.,8,tolerant,5,6,predator,32,"cryptochironomus_sp._1,_cryptochironomus_sp.",129376,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,cryptochironomus,cryptochironomus_fulvus,,,,,
CRYPTOCHIRONOMUS PONDEROSUS,CRYPTOCHIRONOMUS_PONDEROSUS,8,tolerant,,,predator,32,,129384,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,cryptochironomus,cryptochironomus_ponderosus,,,,,
CRYPTOCHIRONOMUS SP.,CRYPTOCHIRONOMUS_SP.,8,tolerant,,,predator,32,,129368,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,cryptochironomus,,,,,,
CRYPTOLABIS SP.,CRYPTOLABIS_SP.,4,intolerant,,,shredder,,,120488,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,,tipulidae,limoniinae,eriopterini,cryptolabis,,,,,,
CRYPTOTENDIPES CASUARIUS,CRYPTOTENDIPES_CASUARIUS,6,facultative,,,gatherer,118,,129397,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,cryptotendipes,cryptotendipes_casuarius,,,,,
CRYPTOTENDIPES EMORSUS,CRYPTOTENDIPES_EMORSUS,6,facultative,,,gatherer,118,,129401,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,cryptotendipes,cryptotendipes_emorsus,,,,,
CRYPTOTENDIPES PSEUDOTENER,CRYPTOTENDIPES_PSEUDOTENER,6,facultative,,,gatherer,118,,129404,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,cryptotendipes,cryptotendipes_pseudotener,,,,,
CRYPTOTENDIPES SP.,CRYPTOTENDIPES_SP.,6,facultative,,,gatherer,124,,129394,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,cryptotendipes,,,,,,
CULICOIDES? SP.,CULICOIDES?_SP.,10,tolerant,,,predator,83,,127340,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,ceratopogonidae,ceratopogoninae,culicoidini,culicoides,,,,,,
CULOPTILA SP.,CULOPTILA_SP.,1,intolerant,,,scraper,125,,115236,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,glossosomatoidea,glossosomatidae,protoptilinae,,culoptila,,,,,,
CULTUS DECISUS,CULTUS_DECISUS,2,intolerant,,,predator,114,,103139,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlodidae,perlodinae,diploperlini,cultus,cultus_decisus,,,,,
CULTUS SP.,CULTUS_SP.,2,intolerant,,,predator,114,,103137,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,perlodidae,perlodinae,diploperlini,cultus,,,,,,
CYATHURA POLITA,CYATHURA_POLITA,5,facultative,,,gatherer,48,,542646,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,isopoda,anthuridea,,,anthuridae,,,cyathura,cyathura_polita,,,,,
CYATHURA SP.,CYATHURA_SP.,5,facultative,,,gatherer,48,,92148,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,isopoda,anthuridea,,,anthuridae,,,cyathura,,,,,,
CYRNELLUS FRATERNUS,CYRNELLUS_FRATERNUS,8,tolerant,,,filterer,125,"psychomyiid_genus_a,_cyrnellus_sp._2",117092,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,polycentropodidae,polycentropodinae,,cyrnellus,cyrnellus_fraternus,,,,,
CYRNELLUS SP.,CYRNELLUS_SP.,8,tolerant,,,filterer,125,,117091,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,polycentropodidae,polycentropodinae,,cyrnellus,,,,,,
DANNELLA SIMPLEX,DANNELLA_SIMPLEX,2,intolerant,,,gatherer,3,ephemerella_simplex,101363,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,dannella,dannella_simplex,,,,,
DANNELLA SP.,DANNELLA_SP.,2,intolerant,,,gatherer,3,,101360,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,dannella,,,,,,
DASYHELEA SP.,DASYHELEA_SP.,4,intolerant,,,predator,,,127278,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,ceratopogonidae,dasyheleinae,,dasyhelea,,,,,,
DEMICRYPTOCHIRONOMUS CUNEATUS,DEMICRYPTOCHIRONOMUS_CUNEATUS,8,tolerant,,,gatherer,124,demicryptochironomus_sp._2,129422,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,demicryptochironomus,demicryptochironomus_cuneatus,,,,,
DEMICRYPTOCHIRONOMUS SP.,DEMICRYPTOCHIRONOMUS_SP.,8,tolerant,,,gatherer,124,,129421,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,demicryptochironomus,,,,,,
